rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_duration,koi_depth,koi_prad,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad
713,8801343,K01247.01,,FALSE POSITIVE,FALSE POSITIVE,0.483,4.15886,2.06E+04,34.83,1,6520,3.844,2.26
714,8488878,K01248.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.2608,4.19E+04,19.91,1,5845,4.541,0.874
715,8560285,K01249.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.6141,5.17E+04,1177.65,1,6004,4.522,0.898
716,8620565,K01250.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.7945,1.62E+04,45.05,1,6113,4.463,0.995
717,8616873,K01251.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.63253,1.01E+04,23.23,1,5693,4.57,0.816
718,10854768,K01309.01,Kepler-812 b,CONFIRMED,CANDIDATE,1,4.6677,2.89E+02,3.07,1,6306,4.077,1.792
719,10964440,K01310.01,Kepler-813 b,CONFIRMED,CANDIDATE,1,3.9622,4.51E+02,4.23,1,5372,4.007,1.71
720,10713616,K01311.01,,CANDIDATE,CANDIDATE,0.939,7.2487,6.31E+02,6.63,1,6056,3.788,2.562
721,10963242,K01312.01,Kepler-814 b,CONFIRMED,CANDIDATE,1,3.3153,2.50E+02,2.04,1,6110,4.285,1.296
722,10785538,K01313.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.8907,1.44E+02,1.52,1,5991,4.459,0.954
723,6932987,K01366.02,Kepler-293 c,CONFIRMED,CANDIDATE,1,4.432,1.11E+03,3.88,2,5798,4.507,0.941
724,8191672,K00018.01,Kepler-5 b,CONFIRMED,CANDIDATE,0.754,4.56904,7.25E+03,14.92,1,6290,4.074,1.746
725,6851425,K00163.01,Kepler-477 b,CONFIRMED,CANDIDATE,1,3.3759,6.36E+02,2.08,1,5078,4.581,0.766
726,6934291,K01367.01,Kepler-828 b,CONFIRMED,CANDIDATE,1,1.0258,3.35E+02,1.55,1,5073,4.483,0.853
727,7357531,K01368.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.1095,7.42E+03,44.2,1,5714,4.34,1.086
728,6185711,K00169.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6658,6.40E+02,16.15,1,5758,4.596,0.762
729,11037335,K01435.01,Kepler-300 c,CONFIRMED,CANDIDATE,1,8.587,5.64E+02,2.2,1,5968,4.534,0.881
730,11037335,K01435.02,Kepler-300 b,CONFIRMED,CANDIDATE,1,2.749,3.54E+02,2.18,2,5968,4.534,0.881
731,11389771,K01436.01,Kepler-301 b,CONFIRMED,CANDIDATE,1,2.2664,2.12E+02,1.28,1,5814,4.523,0.881
732,11389771,K01436.02,Kepler-301 d,CONFIRMED,CANDIDATE,1,3.853,3.49E+02,1.66,2,5814,4.523,0.881
733,8737796,K01252.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.4788,8.95E+02,269.98,1,5487,2.816,10.396
734,8462258,K01253.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.6068,2.97E+03,28.07,1,5203,4.504,0.802
735,10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,0.68,2.6332,5.91E+02,1.29,2,3980,4.722,0.54
736,8454250,K01254.01,,CANDIDATE,CANDIDATE,1,5.9139,1.97E+03,4.4,1,5780,4.438,1
737,8494263,K01255.01,,FALSE POSITIVE,FALSE POSITIVE,0.436,7.5193,1.80E+04,11.9,1,5750,4.538,0.882
738,8848271,K01256.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.8552,3.45E+03,38.93,1,5874,4.338,1.096
739,10585852,K01314.01,Kepler-815 b,CONFIRMED,CANDIDATE,0.997,8.653,1.61E+02,4.26,1,4986,3.462,3.464
740,10928043,K01315.01,,CANDIDATE,CANDIDATE,1,3.4919,1.50E+02,1.9,1,6065,4.251,1.31
741,10794087,K01316.01,,CANDIDATE,CANDIDATE,0.997,6.625,5.54E+01,1.43,1,5855,4.125,1.613
742,10794087,K01316.02,,CANDIDATE,CANDIDATE,,3.85,,,,,,
743,6541920,K00157.06,Kepler-11 b,CONFIRMED,CANDIDATE,1,4.2246,3.16E+02,1.84,6,5657,4.364,1.046
744,4275739,K01317.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2205,4.21E+04,58.56,1,5650,4.513,0.891
745,7287415,K01369.01,,CANDIDATE,CANDIDATE,1,2.8349,2.23E+02,2.25,1,5611,4.144,1.4
746,6924203,K01370.01,Kepler-829 b,CONFIRMED,CANDIDATE,0.995,2.2702,4.58E+02,1.69,1,5679,4.581,0.794
747,6878167,K01371.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.756,2.61E+02,1.45,1,5747,4.53,0.871
748,6880531,K01372.01,,FALSE POSITIVE,FALSE POSITIVE,,11.07,,,,,,
749,6863839,K01373.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.5305,1.85E+02,1.33,1,6063,4.481,0.899
750,7296086,K01374.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9257,1.96E+02,20.57,1,5687,4.293,1.169
751,11389771,K01436.03,Kepler-301 c,CONFIRMED,CANDIDATE,0.98,2.3379,2.31E+02,1.38,3,5814,4.523,0.881
752,11599038,K01437.01,,CANDIDATE,CANDIDATE,1,3.567,2.56E+02,1.61,1,6052,4.456,0.967
753,11193263,K01438.01,Kepler-848 b,CONFIRMED,CANDIDATE,1,5.6743,2.02E+02,1.9,1,5685,4.194,1.35
754,11027624,K01439.01,Kepler-849 b,CONFIRMED,CANDIDATE,1,24.108,2.01E+03,7.79,1,5910,4.03,1.727
755,11032227,K01440.01,Kepler-850 b,CONFIRMED,CANDIDATE,0.996,3.407,2.55E+02,1.59,1,6185,4.472,0.991
756,8751933,K01257.01,Kepler-420 b,CONFIRMED,FALSE POSITIVE,0.117,4.2326,7.31E+03,9.4,1,5522,4.323,1.12
757,8630788,K01258.01,Kepler-281 c,CONFIRMED,CANDIDATE,0.997,7.06,2.83E+03,5.3,1,5717,4.538,0.884
758,8630788,K01258.02,Kepler-281 b,CONFIRMED,CANDIDATE,1,5.688,5.94E+02,2.22,2,5717,4.538,0.884
759,8630788,K01258.03,,CANDIDATE,CANDIDATE,0.96,4.192,1.71E+03,4.3,3,5717,4.538,0.884
760,8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.5346,8.81E+02,13.4,1,3755,4.774,0.473
761,4070376,K01318.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.4422,1.98E+04,44.22,1,6121,4.468,0.97
762,4078157,K01319.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,3.8828,2.91E+04,1069.01,1,5776,4.582,0.789
763,4164994,K01320.01,Kepler-816 b,CONFIRMED,CANDIDATE,1,3.7769,1.34E+04,9.01,1,5127,4.589,0.782
764,4480676,K01321.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.0221,6.23E+03,33.34,1,5486,4.47,0.83
765,4079535,K01322.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.1073,1.69E+04,14.77,1,6181,4.464,1.006
766,6766634,K01375.01,,CANDIDATE,CANDIDATE,0.677,4.012,2.36E+03,7.25,1,6018,4.257,1.286
767,6774826,K01376.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.568,2.54E+02,49.96,1,7131,3.913,2.145
768,5652237,K00164.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.8823,1.94E+02,3.07,1,6093,3.91,1.985
769,7211469,K01377.01,Kepler-830 b,CONFIRMED,CANDIDATE,0.999,4.623,1.99E+02,1.74,1,6096,4.358,1.176
770,7375795,K01378.01,,FALSE POSITIVE,FALSE POSITIVE,0.49,6.0752,2.32E+02,1.66,1,5687,4.408,0.943
771,7255336,K00019.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9197,2.81E+03,49.25,1,6218,4.198,1.349
772,7831264,K00171.01,Kepler-116 b,CONFIRMED,CANDIDATE,1,3.651,5.11E+02,3.26,1,6122,4.173,1.439
773,7802136,K01449.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.74464,5.01E+04,21.94,1,5952,4.462,0.897
774,7532973,K01450.01,Kepler-854 b,CONFIRMED,FALSE POSITIVE,0.041,6.2701,1.98E+04,59.19,1,6296,4.24,1.305
775,9632895,K01451.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.6716,7.75E+04,21.58,1,5620,4.592,0.772
776,7449844,K01452.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.2245,1.21E+04,187.73,1,5560,2.619,15.113
777,8766222,K01260.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.799,1.21E+03,47.7,1,4631,2.386,14.296
778,8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,1,11.4997,5.03E+03,11.21,1,5588,4.047,1.593
779,10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,0.992,2.3683,3.59E+02,1,3,3980,4.722,0.54
780,8678594,K01261.02,,CANDIDATE,CANDIDATE,0.988,3.106,3.68E+02,3.69,2,5588,4.047,1.593
781,8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.4804,3.07E+03,4.19,1,5107,4.565,0.777
782,8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,0,13.262,1.41E+03,24.1,1,4931,4.595,0.774
783,4076098,K01323.01,Kepler-817 b,CONFIRMED,CANDIDATE,1,2.4108,6.15E+03,7.45,1,5926,4.519,0.913
784,4551328,K01324.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.0847,1.38E+03,27.16,1,5359,4.478,0.878
785,4282872,K01325.01,Kepler-818 b,CONFIRMED,CANDIDATE,1,3.4062,2.83E+03,4.42,1,5813,4.561,0.833
786,4639868,K01326.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.2868,2.00E+04,24.02,1,5465,4.396,0.973
787,10555375,K00158.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.119,2.70E+02,4.52,1,6020,3.86,2.097
788,4372768,K01327.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.222,8.00E+02,18.11,1,5346,4.491,0.826
789,7375795,K01378.02,,FALSE POSITIVE,FALSE POSITIVE,0,1.9603,3.56E+01,0.58,2,5687,4.408,0.943
790,7211221,K01379.01,Kepler-831 b,CONFIRMED,CANDIDATE,1,2.4143,1.72E+02,1.37,1,5637,4.439,0.96
791,7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9797,6.45E+01,0.52,1,4699,4.637,0.676
792,9451127,K01381.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,4.3056,6.29E+04,28.41,1,6161,4.454,1.053
793,9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,0.085,3.6973,4.60E+04,23.53,1,6185,4.396,1.094
794,11356260,K01441.01,Kepler-851 b,CONFIRMED,CANDIDATE,0.986,2.938,2.96E+02,1.9,1,5822,4.428,0.986
795,11044770,K00170.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.26,3.11E+02,6.17,1,8014,3.94,2.43
796,11600889,K01442.01,Kepler-407 b,CONFIRMED,CANDIDATE,1,1.6274,1.32E+02,1.13,1,5475,4.426,1.003
797,11197126,K01443.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9742,2.48E+02,62.11,1,5117,3.578,3.403
798,11043167,K01444.01,Kepler-852 b,CONFIRMED,CANDIDATE,0.979,6.539,4.38E+02,2.49,1,6121,4.397,1.164
799,8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,1,4.0136,1.03E+03,3.02,1,5616,4.564,0.822
800,8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2551,4.37E+02,25.72,1,5730,4.545,0.87
801,8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,1,3.9908,9.16E+02,1.48,1,3823,4.765,0.492
802,8519253,K01267.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.5128,5.23E+02,61.63,1,6123,4.545,0.85
803,8813698,K01268.01,,CANDIDATE,CANDIDATE,0.996,5.4434,9.01E+03,13.57,1,5798,4.224,1.306
804,8757910,K01269.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8136,2.71E+02,31.77,1,6426,3.965,2.089
805,4072526,K01329.01,Kepler-819 b,CONFIRMED,CANDIDATE,0.995,5.022,1.11E+03,2.85,1,5102,4.463,0.88
806,4150539,K01330.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.486,1.05E+03,19.78,1,4641,4.589,0.694
807,4274548,K01331.01,,CANDIDATE,CANDIDATE,0.999,1.9883,7.00E+02,1.88,1,4805,4.633,0.688
808,4455231,K01332.01,Kepler-288 c,CONFIRMED,CANDIDATE,1,4.2902,7.09E+02,4,1,5661,4.09,1.522
809,8953257,K01383.01,,FALSE POSITIVE,FALSE POSITIVE,0.383,3.3411,4.64E+04,25.03,1,6250,4.411,1.041
810,8971432,K01384.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.92102,3.69E+04,29.45,2,5211,4.644,0.618
811,9278553,K01385.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.98308,5.08E+04,55.23,1,6077,4.526,0.891
812,9527915,K00165.01,Kepler-478 b,CONFIRMED,CANDIDATE,1,2.7884,8.77E+02,2.38,1,5211,4.556,0.799
813,9143254,K01386.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.68228,1.80E+04,42.74,1,5912,4.467,0.937
814,8949247,K01387.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.02319,6.02E+04,51.74,1,5934,4.473,0.957
815,11336883,K01445.01,Kepler-853 b,CONFIRMED,CANDIDATE,0.998,4.6766,1.13E+02,1.61,1,6221,4.198,1.458
816,11336883,K01445.02,,CANDIDATE,CANDIDATE,,9.86,4.42E+01,0.76,,6343,4.411,1.137
817,11336883,K01445.03,,CANDIDATE,CANDIDATE,,7,,,,,,
818,12506351,K01446.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.7545,4.61E+04,48.79,1,6207,4.412,1.044
819,7622486,K01447.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.0203,1.59E+05,97.54,1,6594,4.051,1.691
820,7622486,K01447.02,,FALSE POSITIVE,FALSE POSITIVE,0.957,5.7777,1.28E+04,20.74,2,6594,4.051,1.691
821,9705459,K01448.01,,CANDIDATE,CANDIDATE,0.867,2.7189,4.21E+04,24.39,1,5892,4.35,1.198
822,8564587,K01270.01,Kepler-57 b,CONFIRMED,CANDIDATE,1,1.1816,8.65E+02,2.41,1,5320,4.589,0.786
823,10925104,K00156.03,Kepler-114 d,CONFIRMED,CANDIDATE,1,2.8971,1.43E+03,2.08,1,3980,4.722,0.54
824,8564587,K01270.02,Kepler-57 c,CONFIRMED,CANDIDATE,1,2.2603,4.89E+02,1.71,2,5320,4.589,0.786
825,8631160,K01271.01,,CANDIDATE,CANDIDATE,1,9.8974,4.84E+03,11.52,1,6309,4.16,1.567
826,8552498,K01272.01,,FALSE POSITIVE,FALSE POSITIVE,,3.3659,2.45E+02,23.72,1,6449,4.316,1.193
827,8806072,K01273.01,Kepler-802 b,CONFIRMED,CANDIDATE,0.927,5.595,1.24E+03,3.43,1,5668,4.545,0.868
828,4455231,K01332.02,Kepler-288 b,CONFIRMED,CANDIDATE,0.999,3.431,2.18E+02,2.22,3,5661,4.09,1.522
829,4455231,K01332.03,Kepler-288 d,CONFIRMED,CANDIDATE,0.991,6.172,5.90E+02,3.68,2,5661,4.09,1.522
830,4285107,K01333.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.721,3.00E+02,1.37,1,5462,4.614,0.732
831,4150624,K01334.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.39,6.55E+02,22.58,1,5421,4.564,0.852
832,8972058,K00159.01,Kepler-115 c,CONFIRMED,CANDIDATE,1,4.2447,4.70E+02,2.78,1,5881,4.315,1.171
833,9346253,K01388.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.6114,2.85E+04,15.57,1,6161,4.517,0.892
834,9002237,K01389.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6428,2.36E+04,24.77,1,6060,4.495,0.953
835,9288786,K01390.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.5497,9.68E+03,7.21,1,4368,4.593,0.703
836,8958035,K01391.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8071,7.61E+03,18.75,1,6217,4.472,0.989
837,9040849,K01392.01,,FALSE POSITIVE,FALSE POSITIVE,0.087,3.76,2.65E+03,4.48,1,5944,4.579,0.802
838,9202151,K01393.01,,CANDIDATE,CANDIDATE,1,1.6864,1.45E+03,2.12,1,3764,4.739,0.527
839,7842610,K01453.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9265,4.79E+03,50.75,1,5592,4.445,0.931
840,7830637,K01454.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.1596,1.05E+04,379.63,1,6036,4.551,0.847
841,4760746,K01455.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.3011,1.94E+04,16.43,1,5982,4.493,0.96
842,7832356,K01456.01,Kepler-855 b,CONFIRMED,CANDIDATE,1,5.2147,6.33E+03,8.99,1,5847,4.304,1.135
843,9643874,K01457.01,Kepler-856 b,CONFIRMED,CANDIDATE,1,3.0942,8.73E+03,8.43,1,5569,4.546,0.887
844,8800954,K01274.01,Kepler-421 b,CONFIRMED,CANDIDATE,,18.003,2.32E+03,4.53,,5305,4.489,0.818
845,8583696,K01275.01,Kepler-803 b,CONFIRMED,CANDIDATE,0.936,6.3212,1.12E+03,3.88,1,5900,4.309,1.167
846,8804283,K01276.01,,CANDIDATE,CANDIDATE,1,5.0394,6.18E+02,2.57,1,5478,4.354,1.053
847,8804283,K01276.02,,CANDIDATE,CANDIDATE,1,3.912,1.99E+02,1.47,2,5478,4.354,1.053
848,8552565,K01277.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1429,1.34E+02,2.29,1,6134,3.975,1.851
849,4155328,K01335.01,Kepler-820 b,CONFIRMED,CANDIDATE,1,10.914,1.83E+03,9.46,1,6505,3.973,2.17
850,4077526,K01336.01,Kepler-58 b,CONFIRMED,CANDIDATE,1,3.802,4.45E+02,2.33,1,6100,4.376,1.083
851,4077526,K01336.02,Kepler-58 c,CONFIRMED,CANDIDATE,1,5.326,4.68E+02,2.94,2,6100,4.376,1.083
852,4077526,K01336.03,Kepler-58 d,CONFIRMED,CANDIDATE,1,5.246,5.50E+02,2.92,3,6100,4.376,1.083
853,4077526,K01336.04,,CANDIDATE,CANDIDATE,1,2.867,1.88E+02,1.61,4,6100,4.376,1.083
854,8937021,K01394.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.2968,1.23E+03,2.47,1,4917,4.601,0.723
855,8935810,K01395.01,,CANDIDATE,CANDIDATE,1,1.6493,1.45E+03,3.7,1,5477,4.557,0.865
856,2441495,K00166.01,Kepler-479 b,CONFIRMED,CANDIDATE,1,2.2614,7.16E+02,2.2,1,5207,4.561,0.795
857,9455556,K01396.01,Kepler-294 c,CONFIRMED,CANDIDATE,1,3.1752,8.15E+02,2.54,1,5616,4.529,0.903
858,9455556,K01396.02,Kepler-294 b,CONFIRMED,CANDIDATE,0.992,2.523,3.27E+02,1.62,2,5616,4.529,0.903
859,9427402,K01397.01,,CANDIDATE,CANDIDATE,1,1.4848,1.50E+03,1.89,1,3821,4.764,0.487
860,3732821,K01207.01,Kepler-790 b,CONFIRMED,CANDIDATE,1,2.769,7.46E+02,2.71,1,5196,4.524,0.772
861,3962440,K01208.01,,CANDIDATE,CANDIDATE,,7.6525,3.25E+03,6.43,,6487,4.397,1.118
862,3534076,K01209.01,,CANDIDATE,CANDIDATE,,2.7145,5.57E+03,5.95,,5587,4.548,0.791
863,3962357,K01210.01,Kepler-791 b,CONFIRMED,CANDIDATE,1,6.973,3.20E+02,3.45,1,6143,4.177,1.507
864,9110357,K00016.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.711,5.35E+02,9.27,1,8040,3.707,3.325
865,8394721,K00152.04,Kepler-79 e,CONFIRMED,CANDIDATE,0.976,3.001,4.76E+02,3.01,4,6198,4.237,1.324
866,8609450,K01278.01,Kepler-282 d,CONFIRMED,CANDIDATE,1,6.148,6.24E+02,2.16,2,5600,4.455,0.872
867,6541920,K00157.01,Kepler-11 c,CONFIRMED,CANDIDATE,1,4.5706,7.78E+02,2.88,2,5657,4.364,1.046
868,8609450,K01278.02,Kepler-282 e,CONFIRMED,CANDIDATE,1,6.43,7.92E+02,2.45,1,5600,4.455,0.872
869,8609450,K01278.03,Kepler-282 b,CONFIRMED,CANDIDATE,0.896,4.907,1.40E+02,1.02,4,5600,4.455,0.872
870,8609450,K01278.04,Kepler-282 c,CONFIRMED,CANDIDATE,0.992,5.425,1.63E+02,1.1,3,5600,4.455,0.872
871,4243911,K01337.01,Kepler-821 b,CONFIRMED,CANDIDATE,1,1.8604,2.60E+02,1.28,1,5194,4.559,0.815
872,5177104,K01603.01,Kepler-904 b,CONFIRMED,CANDIDATE,1,2.8264,1.72E+02,1.31,1,6201,4.472,0.989
873,4466677,K01338.01,Kepler-822 b,CONFIRMED,CANDIDATE,1,2.9247,2.33E+02,1.47,1,5823,4.427,0.96
874,4466677,K01338.02,,CANDIDATE,CANDIDATE,0.999,6.282,2.67E+02,1.66,2,5823,4.427,0.96
875,4466677,K01338.03,,CANDIDATE,CANDIDATE,0.754,4.507,1.64E+02,1.4,3,5823,4.427,0.96
876,4135665,K01339.01,Kepler-823 b,CONFIRMED,CANDIDATE,1,2.8084,2.63E+02,2.28,1,5689,4.202,1.313
877,9269281,K01398.01,,CANDIDATE,CANDIDATE,1,2.2441,8.89E+02,3,1,5774,4.526,0.864
878,9100484,K01399.01,,CANDIDATE,CANDIDATE,1,2.8288,8.82E+02,2.27,1,4942,4.599,0.779
879,9157908,K01400.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.736,4.83E+02,19.33,1,6406,4.436,1.033
880,9030447,K01401.01,,FALSE POSITIVE,FALSE POSITIVE,,2.1674,1.05E+02,1.52,,6899,4.273,1.386
881,9034103,K01402.01,Kepler-832 b,CONFIRMED,CANDIDATE,1,3.981,5.13E+02,2.24,1,6014,4.486,0.993
882,9214942,K01403.01,Kepler-833 b,CONFIRMED,CANDIDATE,1,3.0331,9.95E+02,1.67,1,3976,4.721,0.54
883,2557430,K06277.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.82428,3.48E+04,72.32,1,6531,4.12,1.524
884,3858704,K01211.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,3.732,1.01E+02,1.43,1,6309,4.217,1.32
885,3749134,K01212.01,Kepler-792 b,CONFIRMED,CANDIDATE,0.997,4.022,2.77E+02,1.85,1,5730,4.34,1.122
886,3556220,K01213.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.4551,1.07E+02,1.44,1,5959,4.121,1.334
887,3660924,K01214.01,Kepler-793 b,CONFIRMED,CANDIDATE,1,2.971,1.88E+02,1.44,1,5776,4.34,1.047
888,3939150,K01215.01,Kepler-277 b,CONFIRMED,CANDIDATE,1,8.045,2.41E+02,3.14,1,5968,3.972,1.857
889,8628758,K01279.01,Kepler-804 b,CONFIRMED,CANDIDATE,1,4.7892,3.36E+02,1.94,1,5768,4.358,1.067
890,8628758,K01279.02,Kepler-804 c,CONFIRMED,CANDIDATE,0.971,4.296,1.03E+02,1.08,2,5768,4.358,1.067
891,8509361,K01280.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.6112,2.28E+02,3.16,1,5743,3.881,1.971
892,8742590,K01281.01,,CANDIDATE,CANDIDATE,0.989,2.493,4.97E+02,1.88,1,5776,4.554,0.849
893,8822366,K01282.01,Kepler-805 b,CONFIRMED,CANDIDATE,0.998,8.864,2.57E+02,3.01,1,5977,4.08,1.571
894,8972058,K00159.02,Kepler-115 b,CONFIRMED,CANDIDATE,1,1.4012,7.49E+01,1.24,2,5881,4.315,1.171
895,4386059,K01340.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.563,1.25E+02,1.58,1,6547,4.241,1.371
896,4650674,K01341.01,Kepler-824 b,CONFIRMED,CANDIDATE,1,3.0083,2.31E+02,1.84,1,5940,4.306,1.215
897,4275721,K01342.01,Kepler-825 b,CONFIRMED,CANDIDATE,0.808,2.7282,1.76E+02,1.29,1,6224,4.404,0.969
898,4275721,K01342.02,Kepler-825 c,CONFIRMED,CANDIDATE,1,2.4566,3.00E+02,1.77,2,6224,4.404,0.969
899,8874090,K01404.01,Kepler-834 b,CONFIRMED,CANDIDATE,0.999,3.2208,7.81E+02,1.26,1,3751,4.813,0.45
900,11666881,K00167.01,Kepler-480 b,CONFIRMED,CANDIDATE,1,4.1988,4.26E+02,2.86,1,6236,4.246,1.378
901,9264949,K01405.01,Kepler-835 b,CONFIRMED,CANDIDATE,0.996,5.135,5.09E+02,3.32,1,6311,4.398,1.172
902,9271752,K01406.01,Kepler-836 b,CONFIRMED,CANDIDATE,1,4.1886,5.70E+02,2.6,1,6244,4.46,1.009
903,9007866,K01407.01,,FALSE POSITIVE,FALSE POSITIVE,,4.77,7.01E+01,0.72,,5693,4.551,0.856
904,9150827,K01408.01,,CANDIDATE,CANDIDATE,1,3.3094,5.11E+02,1.36,1,3957,4.693,0.553
905,3939150,K01215.02,Kepler-277 c,CONFIRMED,CANDIDATE,0.999,7.118,2.78E+02,3.13,2,5968,3.972,1.857
906,3839488,K01216.01,Kepler-794 b,CONFIRMED,CANDIDATE,1,4.2372,2.11E+02,2.06,1,5800,4.202,1.435
907,3542588,K01217.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.663,9.98E+01,1.19,1,6341,4.409,1.111
908,3442055,K01218.01,Kepler-795 b,CONFIRMED,CANDIDATE,0.999,4.9595,3.15E+02,1.74,1,5618,4.401,0.996
909,3440861,K01219.01,,FALSE POSITIVE,FALSE POSITIVE,,3.16,,,,,,
910,12252424,K00153.01,Kepler-113 c,CONFIRMED,CANDIDATE,1,2.6766,9.78E+02,2.36,2,4728,4.628,0.693
911,8700771,K01283.01,Kepler-806 b,CONFIRMED,CANDIDATE,0.998,5.7696,6.53E+01,1.44,1,5774,4.106,1.395
912,10960993,K01284.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.06941,1.22E+04,88.51,1,6338,3.973,2.046
913,6541920,K00157.02,Kepler-11 d,CONFIRMED,CANDIDATE,1,5.4921,9.60E+02,3.2,3,5657,4.364,1.046
914,10599397,K01285.01,,FALSE POSITIVE,FALSE POSITIVE,,1.9515,5.08E+03,7.09,1,5480,4.529,0.843
915,10879208,K01286.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.0909,2.90E+03,29.53,1,5546,4.575,0.81
916,4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.0134,1.39E+02,1.39,1,6309,4.34,1.132
917,4136466,K01344.01,Kepler-826 b,CONFIRMED,CANDIDATE,0.999,2.874,1.12E+02,1.37,1,6060,4.227,1.257
918,7284688,K01345.01,,FALSE POSITIVE,FALSE POSITIVE,,2.3442,4.71E+04,46.4,,5458,4.381,0.972
919,7199774,K01346.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.278,5.65E+04,42.99,1,5868,4.53,0.894
920,7037540,K01347.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.48509,3.04E+04,23.42,1,5945,4.196,1.346
921,6866228,K01348.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.8459,1.84E+04,225.25,1,5598,4.565,0.83
922,9391208,K01409.01,Kepler-837 b,CONFIRMED,CANDIDATE,1,2.611,7.01E+02,2.94,1,5818,4.436,0.855
923,9391506,K01410.01,Kepler-838 b,CONFIRMED,CANDIDATE,1,4.6672,6.60E+02,2.77,1,6191,4.454,1.025
